order_date,product_name,product_category,ram,rom,processor,display_resolution,quantity,price_each
12-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,39000
12-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,63000
12-09-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,47000
12-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,63000
12-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,59000
12-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,34000
12-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,46000
12-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,68000
12-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,4K,1,55000
12-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,53000
12-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i3,FHD,1,36000
12-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,64000
12-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,70000
13-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,63000
13-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,117000
13-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,81000
13-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,58000
13-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,41000
13-09-2023,HP Laptop,Laptop,16GB,2TB,Ryzen 3,FHD,1,35000
13-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,69000
13-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,45000
13-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,59000
13-09-2023,Asus Laptop,Laptop,16GB,512GB,i5,FHD,1,62000
13-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,66000
13-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,59000
13-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,38000
13-09-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,55000
13-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,87000
13-09-2023,HP Laptop,Laptop,8GB,512GB,i5,4K,1,59000
13-09-2023,Dell Laptop,Laptop,16GB,1TB,i7,FHD,1,72000
13-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,42000
13-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,56000
13-09-2023,Asus Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,60000
13-09-2023,Dell Laptop,Laptop,8GB,2TB,i7,FHD,1,84000
13-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,66000
13-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,42000
13-09-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,67000
13-09-2023,Dell Laptop,Laptop,8GB,512GB,i9,4K,1,97000
13-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,86000
13-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,47000
14-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,60000
14-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,72000
14-09-2023,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,70000
14-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,64000
14-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,43000
14-09-2023,Dell Laptop,Laptop,8GB,512GB,i5,4K,1,55000
14-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,70000
14-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,61000
14-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,69000
14-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,41000
14-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,44000
14-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,42000
14-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,66000
14-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,45000
14-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,42000
14-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,45000
14-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,44000
14-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,47000
14-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,72000
15-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,62000
15-09-2023,Asus Laptop,Laptop,16GB,2TB,i5,FHD,1,64000
15-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,45000
15-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,80000
15-09-2023,Asus Laptop,Laptop,8GB,1TB,i7,4K,1,60000
15-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i7,FHD,1,85000
15-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,44000
15-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,49000
15-09-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,51000
15-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,71000
15-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,61000
15-09-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,50000
15-09-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,85000
15-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,43000
15-09-2023,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,58000
15-09-2023,Dell Laptop,Laptop,32GB,1TB,Ryzen 7,FHD,1,72000
15-09-2023,Dell Laptop,Laptop,8GB,512GB,i3,FHD,1,49000
15-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,57000
15-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,62000
15-09-2023,HP Laptop,Laptop,8GB,2TB,i5,FHD,1,43000
15-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,41000
15-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,49000
15-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,56000
15-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,36000
16-09-2023,Asus Laptop,Laptop,8GB,2TB,i7,4K,1,73000
16-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,68000
16-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i7,4K,1,89000
16-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,40000
16-09-2023,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,91000
16-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,48000
16-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,88000
16-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,32000
16-09-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,64000
16-09-2023,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,63000
16-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,69000
16-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,41000
16-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,43000
16-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,102000
16-09-2023,Dell Laptop,Laptop,16GB,512GB,i5,4K,1,62000
16-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,57000
16-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i7,FHD,1,74000
16-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,52000
17-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,58000
17-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,103000
17-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,81000
17-09-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,86000
17-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,61000
17-09-2023,Asus Laptop,Laptop,8GB,512GB,i7,4K,1,87000
17-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,4K,1,87000
17-09-2023,HP Laptop,Laptop,32GB,1TB,i5,4K,1,69000
17-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,85000
17-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,45000
17-09-2023,Dell Laptop,Laptop,16GB,1TB,i3,FHD,1,47000
17-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,32000
17-09-2023,Asus Laptop,Laptop,32GB,512GB,i5,FHD,1,40000
17-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,85000
17-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,35000
17-09-2023,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,79000
17-09-2023,HP Laptop,Laptop,16GB,512GB,i5,4K,1,42000
17-09-2023,HP Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,69000
17-09-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,60000
17-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,82000
17-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,86000
18-09-2023,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
18-09-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,61000
18-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,38000
18-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,53000
18-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,42000
18-09-2023,Dell Laptop,Laptop,8GB,512GB,i7,FHD,1,82000
18-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,57000
18-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,45000
18-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,49000
18-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,67000
18-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,68000
18-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,45000
18-09-2023,Dell Laptop,Laptop,16GB,2TB,Ryzen 3,FHD,1,43000
18-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,4K,1,53000
18-09-2023,Lenovo Laptop,Laptop,32GB,1TB,i7,4K,1,88000
18-09-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 7,4K,1,60000
18-09-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,90000
18-09-2023,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,58000
18-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,61000
18-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,44000
18-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,70000
18-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,61000
18-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,89000
18-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,45000
18-09-2023,Dell Laptop,Laptop,16GB,512GB,i7,FHD,1,76000
18-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,46000
18-09-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,88000
18-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,57000
18-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,66000
19-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,42000
19-09-2023,HP Laptop,Laptop,8GB,512GB,i7,FHD,1,62000
19-09-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,50000
19-09-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,64000
19-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,4K,1,69000
19-09-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,87000
19-09-2023,HP Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,31000
19-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,62000
19-09-2023,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,65000
19-09-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,85000
19-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,67000
19-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,43000
19-09-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,65000
19-09-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,45000
19-09-2023,HP Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,68000
19-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,40000
19-09-2023,HP Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,46000
19-09-2023,HP Laptop,Laptop,16GB,1TB,i3,FHD,1,48000
19-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,57000
19-09-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,84000
19-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,46000
19-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,50000
19-09-2023,Dell Laptop,Laptop,16GB,1TB,i7,FHD,1,74000
19-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,35000
19-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,40000
19-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,36000
20-09-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,50000
20-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,74000
20-09-2023,HP Laptop,Laptop,8GB,1TB,i7,4K,1,68000
20-09-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,63000
20-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i7,FHD,1,70000
20-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,61000
20-09-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,64000
20-09-2023,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,57000
20-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,57000
20-09-2023,Asus Laptop,Laptop,16GB,2TB,i5,FHD,1,54000
20-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,82000
20-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,59000
20-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,62000
20-09-2023,HP Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,48000
20-09-2023,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,106000
20-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,58000
20-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,4K,1,76000
20-09-2023,HP Laptop,Laptop,32GB,1TB,i7,FHD,1,77000
20-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,54000
20-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,42000
20-09-2023,Dell Laptop,Laptop,16GB,1TB,i7,4K,1,84000
20-09-2023,Dell Laptop,Laptop,8GB,512GB,i5,FHD,1,64000
20-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,62000
20-09-2023,Lenovo Laptop,Laptop,16GB,2TB,Ryzen 3,FHD,1,36000
20-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,49000
21-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,49000
21-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,48000
21-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,4K,1,79000
21-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,43000
21-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,4K,1,84000
21-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,41000
21-09-2023,Asus Laptop,Laptop,8GB,1TB,i3,FHD,1,35000
21-09-2023,HP Laptop,Laptop,16GB,512GB,i5,4K,1,51000
21-09-2023,Asus Laptop,Laptop,16GB,512GB,i5,FHD,1,45000
21-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,45000
21-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,44000
21-09-2023,HP Laptop,Laptop,16GB,512GB,i5,4K,1,46000
21-09-2023,Asus Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,46000
21-09-2023,Dell Laptop,Laptop,16GB,512GB,i5,4K,1,61000
21-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,74000
21-09-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,54000
21-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,56000
21-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,4K,1,63000
22-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,73000
22-09-2023,HP Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,67000
22-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,43000
22-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,39000
22-09-2023,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,49000
22-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,64000
22-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,4K,1,78000
22-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
22-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i3,FHD,1,44000
22-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,65000
22-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,33000
22-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,110000
22-09-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,54000
22-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,50000
22-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,70000
22-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,63000
22-09-2023,Lenovo Laptop,Laptop,32GB,512GB,Ryzen 7,FHD,1,65000
22-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,59000
22-09-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,70000
22-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,64000
23-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,82000
23-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,77000
23-09-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,31000
23-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,42000
23-09-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,36000
23-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,48000
23-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,45000
23-09-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,51000
23-09-2023,Asus Laptop,Laptop,16GB,1TB,i5,4K,1,65000
23-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,47000
23-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,35000
23-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,66000
23-09-2023,Asus Laptop,Laptop,16GB,1TB,i7,4K,1,79000
23-09-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,53000
23-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,35000
23-09-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,89000
23-09-2023,Dell Laptop,Laptop,16GB,512GB,i9,4K,1,101000
23-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,63000
23-09-2023,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,71000
23-09-2023,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,79000
23-09-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,66000
23-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,56000
23-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,50000
23-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,56000
23-09-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,57000
23-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,46000
23-09-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,87000
23-09-2023,HP Laptop,Laptop,32GB,1TB,i5,FHD,1,58000
23-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,61000
23-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,68000
23-09-2023,Dell Laptop,Laptop,16GB,1TB,i7,4K,1,86000
23-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,55000
23-09-2023,HP Laptop,Laptop,32GB,1TB,i7,FHD,1,75000
24-09-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,64000
24-09-2023,Lenovo Laptop,Laptop,16GB,2TB,Ryzen 5,4K,1,44000
24-09-2023,Asus Laptop,Laptop,32GB,1TB,Ryzen 7,FHD,1,80000
24-09-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,82000
24-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,89000
24-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,56000
24-09-2023,Lenovo Laptop,Laptop,16GB,2TB,i5,4K,1,43000
24-09-2023,HP Laptop,Laptop,32GB,1TB,i5,4K,1,46000
24-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,53000
24-09-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,66000
24-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,46000
24-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,71000
24-09-2023,Dell Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,56000
24-09-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,74000
24-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,46000
24-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,90000
24-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,43000
24-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,41000
24-09-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,79000
25-09-2023,HP Laptop,Laptop,16GB,2TB,i7,FHD,1,90000
25-09-2023,Lenovo Laptop,Laptop,16GB,2TB,i5,4K,1,65000
25-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,95000
25-09-2023,Lenovo Laptop,Laptop,16GB,2TB,Ryzen 5,FHD,1,55000
25-09-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,35000
25-09-2023,Asus Laptop,Laptop,16GB,512GB,i7,FHD,1,84000
25-09-2023,Dell Laptop,Laptop,16GB,512GB,i5,FHD,1,68000
25-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,85000
25-09-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
25-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,4K,1,62000
25-09-2023,Asus Laptop,Laptop,8GB,2TB,Ryzen 5,FHD,1,53000
25-09-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,37000
25-09-2023,Lenovo Laptop,Laptop,16GB,512GB,i3,FHD,1,33000
25-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,61000
25-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,46000
25-09-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,66000
25-09-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
25-09-2023,Dell Laptop,Laptop,16GB,1TB,i3,FHD,1,32000
25-09-2023,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,69000
25-09-2023,Dell Laptop,Laptop,8GB,2TB,i7,FHD,1,61000
25-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,54000
25-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,4K,1,69000
25-09-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,60000
25-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,47000
25-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,55000
25-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,56000
25-09-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,62000
25-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,38000
25-09-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,65000
26-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,69000
26-09-2023,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,87000
26-09-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,45000
26-09-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,47000
26-09-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,45000
26-09-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,114000
26-09-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,35000
26-09-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,59000
